segment_id, longitude, latitude, h_li, atl06_quality_summary, track_id, beam, file_name
387261,-71.9955243959719,69.59117722245355,468.0211181640625,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387262,-71.99558386564775,69.5913554128275,468.1749267578125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387263,-71.99564347515754,69.59153359781202,468.3571472167969,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387264,-71.99570329580236,69.59171177311457,468.9082946777344,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387265,-71.99576325749604,69.5918899426041,469.7501220703125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387266,-71.99582372739974,69.59206809083123,470.5941162109375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387267,-71.99588466076248,69.59224621977619,471.6993103027344,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387268,-71.9959456146975,69.59242434620766,472.99835205078125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387269,-71.99600634020267,69.592602484327,473.9053039550781,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387270,-71.9960667880199,69.59278063306881,474.8182373046875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387271,-71.99612688876995,69.59295879671312,475.7092590332031,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387272,-71.9961866232485,69.59313697569112,476.5320129394531,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387273,-71.99624559787117,69.59331518731031,477.0562438964844,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387274,-71.99630374310095,69.59349343426199,477.49896240234375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387275,-71.99636171483635,69.59367168845199,477.9839172363281,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387276,-71.99641976359963,69.59384993977105,478.31719970703125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387277,-71.99647806614384,69.59402818035929,478.68731689453125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387278,-71.99653680775356,69.5942064019335,479.0642395019531,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387279,-71.99659602121136,69.5943846037231,479.3316955566406,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387280,-71.99665611419971,69.59456276744098,479.4555969238281,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387281,-71.99671732093192,69.59474088426228,479.5518798828125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387282,-71.99677901961812,69.59491898097059,479.5777587890625,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387283,-71.9968408748122,69.59509707029413,479.5639343261719,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387284,-71.99690275165004,69.59527515809589,479.7321472167969,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387285,-71.99696440083243,69.59545325681907,479.9055480957031,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387286,-71.99702572237237,69.59563136894702,480.2281494140625,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387287,-71.99708632245182,69.59580951179674,480.5418701171875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387288,-71.99714601012406,69.59598769353767,480.9129638671875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387289,-71.99720512596048,69.5961658987499,481.37445068359375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387290,-71.99726390526182,69.59634411901577,481.9897155761719,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387291,-71.99732245361795,69.59652234957845,482.68408203125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387294,-71.99749798764668,69.59705704493284,484.95111083984375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387295,-71.99755701618506,69.5972352547041,485.94537353515625,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387296,-71.99761627920226,69.59741345400207,486.4859619140625,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387297,-71.99767570645746,69.59759164765184,487.1048583984375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387298,-71.99773535080168,69.59776982984324,487.72625732421875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387299,-71.997795144822,69.59794800784209,488.23553466796875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387300,-71.99785506186254,69.59812618034043,488.8053894042969,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387301,-71.99791509765613,69.59830434775321,489.29779052734375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387302,-71.99797524135504,69.59848250999971,489.9391784667969,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387303,-71.99803542438352,69.59866067038827,490.6427307128906,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387304,-71.99809555244538,69.59883883394347,491.07843017578125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387305,-71.99815565413392,69.59901699794699,491.6949768066406,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387306,-71.99821571864099,69.5991951635237,492.2452392578125,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387307,-71.99827564852154,69.59937333546624,492.65350341796875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387308,-71.99833552599392,69.59955150910794,493.2536926269531,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387309,-71.99839515771079,69.59972969368583,493.7092590332031,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387617,-72.0173772693252,69.65458510127411,684.020751953125,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
387712,-72.02329721082447,69.67150235440566,111.1810302734375,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388076,-72.04685615972876,69.73628640463075,-100.8609848022461,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388186,-72.05414169591349,69.75585742086564,821.3223876953125,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388187,-72.0542058772126,69.75603542703918,820.7724609375,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388191,-72.05447198403826,69.7567470545228,818.9981689453125,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388192,-72.05453933873434,69.75692492706469,818.5770874023438,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388193,-72.0546061938126,69.75710281972057,818.011474609375,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388194,-72.05467249565778,69.75728073610006,817.7800903320312,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388195,-72.05473792004025,69.75745868993266,817.5132446289062,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388196,-72.05480201360531,69.75763670005104,817.348388671875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388197,-72.05486477685909,69.75781476682128,817.1399536132812,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388198,-72.0549270986119,69.75799285299006,817.081787109375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388199,-72.05498903957368,69.75817095482415,816.6082763671875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388200,-72.05505093799462,69.75834905850708,816.2255859375,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388201,-72.05511302669966,69.7585271531303,816.0693359375,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388202,-72.0551754874066,69.7587052320823,815.7874145507812,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388203,-72.05523862970698,69.7588832837048,815.525390625,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388210,-72.05569455221394,69.76012904876087,812.9887084960938,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388211,-72.05576012720594,69.76030699603376,813.21630859375,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388212,-72.05582533001103,69.76048496018572,812.2957763671875,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388213,-72.05589029432568,69.76066293359511,811.7412719726562,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388214,-72.05595499519309,69.76084091785769,811.4589233398438,0,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
388215,-72.05601937374956,69.76101891702608,811.2677612304688,1,1162,gt3r,ATL06_20200610150438_11620703_006_01.h5
