segment_id, longitude, latitude, h_li, atl06_quality_summary, track_id, beam, file_name
389073,-74.44752856984546,69.9144853312171,263.6866455078125,1,1345,gt3l,ATL06_20200622143939_13450703_006_01.h5
389945,-74.50344968614853,70.0697322104533,1138.71728515625,1,1345,gt3l,ATL06_20200622143939_13450703_006_01.h5
391079,-74.57728860592294,70.27159836761761,897.7420043945312,1,1345,gt3l,ATL06_20200622143939_13450703_006_01.h5
391787,-74.62376155660046,70.39762790626213,119.8260726928711,1,1345,gt3l,ATL06_20200622143939_13450703_006_01.h5
389147,-74.53413942307753,69.92417719745441,1071.13427734375,1,1345,gt2r,ATL06_20200622143939_13450703_006_01.h5
391192,-74.66773120229753,70.28820303102293,264.2245178222656,1,1345,gt2r,ATL06_20200622143939_13450703_006_01.h5
392134,-74.73096897762585,70.45584136609114,656.9627685546875,1,1345,gt2r,ATL06_20200622143939_13450703_006_01.h5
392232,-74.73752120800236,70.47328360411625,3.470280408859253,1,1345,gt2r,ATL06_20200622143939_13450703_006_01.h5
390053,-74.59497826396665,70.08537171355407,446.0185241699219,1,1345,gt2l,ATL06_20200622143939_13450703_006_01.h5
391892,-74.71689254172735,70.41268119135822,426.9992370605469,1,1345,gt2l,ATL06_20200622143939_13450703_006_01.h5
390217,-74.68814352457366,70.1110290184069,340.4836730957031,1,1345,gt1r,ATL06_20200622143939_13450703_006_01.h5
390821,-74.72846023276949,70.21851944138939,384.2519836425781,1,1345,gt1r,ATL06_20200622143939_13450703_006_01.h5
391764,-74.791662237332,70.38634333403061,1077.1263427734375,1,1345,gt1r,ATL06_20200622143939_13450703_006_01.h5
392098,-74.81457122717656,70.44576655735999,836.0712280273438,1,1345,gt1r,ATL06_20200622143939_13450703_006_01.h5
389468,-74.64136787903746,69.97760452791108,195.37554931640625,1,1345,gt1l,ATL06_20200622143939_13450703_006_01.h5
