segment_id, longitude, latitude, h_li, atl06_quality_summary, track_id, beam, file_name
386845,-71.71054739875613,69.51793039221523,568.5993041992188,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386846,-71.71060860343172,69.51810850372047,567.8997192382812,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386847,-71.71067057340271,69.51828658273499,568.0247802734375,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386848,-71.71073285299174,69.51846464972441,568.6149291992188,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386849,-71.7107952724,69.51864271033418,569.2138061523438,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386850,-71.71085764556734,69.51882077254447,569.7176513671875,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386851,-71.71091996765283,69.518998836313,569.9409790039062,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386852,-71.71098206358147,69.51917690941396,569.7870483398438,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386853,-71.71104394633466,69.51935499260335,569.4269409179688,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386854,-71.71110544703129,69.51953309158259,569.2432861328125,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386855,-71.71116670609757,69.51971120223878,569.0808715820312,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386856,-71.71122784691588,69.51988931849029,569.1728515625,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386857,-71.71128889352369,69.52006743688348,569.1041259765625,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386858,-71.71134982374534,69.52024555929165,568.757568359375,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386859,-71.71141079787981,69.52042368055648,568.6127319335938,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386860,-71.71147183532659,69.52060180086859,568.5861206054688,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386861,-71.71153303282068,69.52077991351851,568.555419921875,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386862,-71.71159441011672,69.52095801824825,568.566650390625,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386863,-71.71165577973059,69.52113612261672,568.3125,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386864,-71.71171711133609,69.52131422909875,567.7329711914062,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
386865,-71.71177844933693,69.52149233427724,567.19140625,0,217,gt3r,ATL06_20200709134039_02170803_006_01.h5
